Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 13,75.0,100.0,75.0,75.0,100.0,85.0,18
Fusion Squash Club 2,75.0,75.0,75.0,75.0,100.0,80.0,19
SocGen Squash,40.0,50.0,75.0,100.0,100.0,73.0,18
Sha Tin 6,77.77777777777779,66.66666666666666,44.44444444444444,75.0,66.66666666666666,66.11111111111111,38
HKIS Div 13,50.0,50.0,0.0,100.0,0.0,40.0,6
Energy Squash Club 2,0.0,66.66666666666666,66.66666666666666,50.0,0.0,36.666666666666664,12
i-Mask Advance Squash Club 5,100.0,25.0,50.0,0.0,0.0,35.0,15
Kinetic 4,71.42857142857143,14.285714285714285,28.57142857142857,33.33333333333333,25.0,34.523809523809526,31
X-Alpha 5,85.71428571428571,14.285714285714285,42.857142857142854,28.57142857142857,0.0,34.28571428571429,33
Happy Squash 4,37.5,62.5,12.5,25.0,0.0,27.5,40
Yuen Long District Sports Association Limited,42.857142857142854,14.285714285714285,28.57142857142857,20.0,20.0,25.142857142857142,31
Energy Squash Club 1,37.5,14.285714285714285,28.57142857142857,33.33333333333333,0.0,22.738095238095237,32
