Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Twister,Cornwall Street Squash Centre,4.5,2.6666666666666665,1.8333333333333335
Kinetic 3,HK Squash Centre,2.2,0.8,1.4000000000000001
Kowloon Cricket Club 9,Kowloon Cricket Club,2.6666666666666665,1.6,1.0666666666666664
Hong Kong Football Club 9,Hong Kong Football Club,3.8,3.0,0.7999999999999998
i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,3.0,2.5,0.5
The Hong Kong Jockey Club Div 9,HKJC Sha Tin Club House,2.6666666666666665,2.3333333333333335,0.33333333333333304
HKPF Squash Team,Cornwall Street Squash Centre,1.3333333333333333,1.5,-0.16666666666666674
The Squash Club 2,Cornwall Street Squash Centre,4.666666666666667,5.0,-0.33333333333333304
Centre Squash,HK Squash Centre,2.4,2.8,-0.3999999999999999
BOSS,Cornwall Street Squash Centre,0.6666666666666666,1.3333333333333333,-0.6666666666666666
