Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
GMDBB,0.0,50.0,100.0,50.0,50.0,50.0
Tuen Mun Squash Club,50.0,50.0,100.0,100.0,-100.0,40.0
The Zero Squash Club D11,50.0,0.0,0.0,100.0,0.0,30.0
7NT,50.0,-50.0,50.0,0.0,50.0,20.0
South China Athletic Association,13.333333333333343,-6.666666666666657,-13.333333333333329,60.0,6.666666666666671,12.000000000000014
i-Mask Advance Squash Club 5,0.0,50.0,0.0,0.0,-50.0,0.0
Sea Bear,-50.0,0.0,0.0,100.0,-50.0,0.0
ZOMA,0.0,-50.0,-50.0,50.0,50.0,0.0
Electrify Squash Div 11,6.666666666666657,6.666666666666657,3.333333333333343,-10.0,-10.0,-0.6666666666666714
Invader Squash,3.3333333333333357,-33.33333333333333,-16.666666666666664,26.66666666666667,-41.66666666666666,-12.333333333333329
Alpha CUHK,100.0,-50.0,-100.0,-50.0,0.0,-20.0
