Team,Played,Won,Lost,Points
YLJR,1,1,0,5
Sha Tin 1,1,1,0,5
Hong Kong Football Club 4B,1,1,0,4
Hong Kong Football Club 4A,1,0,1,2
TNGX,1,0,1,1
The Squash Club 1,1,0,1,1
Hong Kong Cricket Club D4A,0,0,0,0
Hong Kong Cricket Club D4B,0,0,0,0
Kowloon Cricket Club 4,0,0,0,0
X-Alpha 2,0,0,0,0
