Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Cricket Club D7B,25.0,42.5,42.5,-22.5,25.714285714285708,22.642857142857146
i-Mask Advance Squash Club 1,0.0,-20.0,55.0,-15.0,35.0,11.0
Thunder 1,35.0,10.0,15.0,-50.0,40.0,10.0
Xavier,-25.0,50.0,25.0,-25.0,0.0,5.0
Kinetic 1,-35.714285714285715,28.57142857142857,1.7857142857142847,-37.5,66.66666666666669,4.761904761904763
Physical Chess 2,15.0,15.0,-5.0,-5.0,-26.66666666666667,-1.3333333333333428
Hong Kong Football Club 7A,54.76190476190477,4.761904761904759,-4.761904761904773,-38.0952380952381,-33.33333333333334,-3.333333333333343
UST,40.0,-20.0,-40.0,-35.0,25.0,-6.0
Hong Kong Football Club 7B,-21.42857142857143,-2.3809523809523654,-33.33333333333334,-19.04761904761905,33.33333333333334,-8.57142857142857
Hong Kong Cricket Club D7A,-20.0,-10.0,-10.0,20.0,-25.0,-9.0
Social Squash Team,14.285714285714285,0.0,-42.857142857142854,0.0,-38.0952380952381,-13.333333333333336
