Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 6B,100.0,80.0,100.0,80.0,80.0,88.0,25
United Services Recreation Club 2,85.71428571428571,85.71428571428571,85.71428571428571,71.42857142857143,57.14285714285714,77.14285714285714,35
Kowloon Cricket Club 6A,100.0,66.66666666666666,83.33333333333334,83.33333333333334,16.666666666666664,70.00000000000001,30
Hong Kong Cricket Club 4,42.857142857142854,42.857142857142854,57.14285714285714,85.71428571428571,71.42857142857143,60.0,35
Hong Kong Football Club 6C,25.0,50.0,75.0,50.0,75.0,55.0,20
Global Squash 1,33.33333333333333,50.0,33.33333333333333,33.33333333333333,83.33333333333334,46.66666666666667,30
Hong Kong Football Club 6B,60.0,40.0,20.0,80.0,20.0,44.0,25
Hong Kong Football Club 6A,0.0,40.0,60.0,40.0,60.0,40.0,25
Friend Club 3,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,20.0,30.666666666666664,29
Social Squash Team,50.0,50.0,0.0,0.0,16.666666666666664,23.333333333333332,30
