Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 6B,85.71428571428571,85.71428571428571,85.71428571428571,42.857142857142854,71.42857142857143,74.28571428571428,35
Kowloon Cricket Club 6A,75.0,62.5,50.0,50.0,50.0,57.5,40
Hong Kong Football Club 6A,57.14285714285714,42.857142857142854,71.42857142857143,57.14285714285714,57.14285714285714,57.142857142857146,35
United Services Recreation Club 2,62.5,37.5,37.5,62.5,75.0,55.0,40
Hong Kong Cricket Club 4,33.33333333333333,44.44444444444444,55.55555555555556,66.66666666666666,66.66666666666666,53.33333333333333,45
Hong Kong Football Club 6C,57.14285714285714,42.857142857142854,42.857142857142854,57.14285714285714,28.57142857142857,45.71428571428571,35
Hong Kong Football Club 6B,50.0,50.0,33.33333333333333,50.0,40.0,44.666666666666664,29
Global Squash 1,28.57142857142857,71.42857142857143,28.57142857142857,14.285714285714285,42.857142857142854,37.14285714285714,35
Friend Club 3,11.11111111111111,22.22222222222222,33.33333333333333,33.33333333333333,55.55555555555556,31.111111111111107,45
Social Squash Team,50.0,25.0,12.5,0.0,12.5,20.0,40
