Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club 2,5,5,0,26,21,4
Kowloon Cricket Club 6B,5,5,0,26,21,4
Kowloon Cricket Club 6A,5,3,2,18,15,10
Hong Kong Cricket Club 4,5,3,2,18,15,10
Hong Kong Football Club 6B,5,3,2,16,13,12
Hong Kong Football Club 6A,5,2,3,13,11,14
Global Squash 1,5,2,3,11,9,16
Friend Club 3,5,1,4,8,7,18
Social Squash Team,5,1,4,8,7,18
Hong Kong Football Club 6C,5,0,5,6,6,19
