Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
GMDBB,0.0,50.0,100.0,50.0,50.0,50.0
Tuen Mun Squash Club,50.0,50.0,100.0,100.0,-100.0,40.0
The Zero Squash Club D11,50.0,0.0,0.0,100.0,0.0,30.0
7NT,50.0,-50.0,50.0,0.0,50.0,20.0
South China Athletic Association,15.0,-10.0,-15.0,75.0,10.0,15.0
Electrify Squash Div 11,10.0,10.0,5.0,10.0,-35.0,0.0
Invader Squash,20.0,-25.0,0.0,35.0,-50.0,-4.0
Sea Bear,-50.0,50.0,-50.0,100.0,-100.0,-10.0
i-Mask Advance Squash Club 5,-50.0,0.0,0.0,0.0,-50.0,-20.0
Alpha CUHK,100.0,-50.0,-100.0,-50.0,0.0,-20.0
