Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Cricket Club D7B,0.0,60.0,35.0,-10.0,25.0,22.0
UST,0.0,0.0,0.0,25.0,50.0,15.0
Xavier,-50.0,25.0,50.0,0.0,0.0,5.0
Physical Chess 2,50.0,25.0,25.0,-25.0,-75.0,0.0
Thunder 1,0.0,0.0,33.33333333333333,-66.66666666666666,33.33333333333333,-7.105427357601002e-15
Hong Kong Football Club 7A,30.0,15.0,-20.0,-10.0,-60.0,-9.0
Kinetic 1,-60.0,25.0,-20.0,-60.0,66.66666666666667,-9.666666666666664
Social Squash Team,-5.0,-25.0,-30.0,10.0,-25.0,-15.0
Hong Kong Cricket Club D7A,-25.0,-25.0,0.0,0.0,-33.33333333333333,-16.666666666666664
Hong Kong Football Club 7B,-30.0,-5.0,-50.0,-25.0,25.0,-17.0
i-Mask Advance Squash Club 1,0.0,-100.0,-25.0,-75.0,-25.0,-45.0
