Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Uncle,50.0,0.0,50.0,50.0,25.0,35.0
The Squash Club 1,50.0,0.0,100.0,0.0,0.0,30.0
Hong Kong Football Club 5A,40.0,0.0,20.0,0.0,60.0,24.0
Squashathon,66.66666666666667,50.0,-16.666666666666664,40.0,-20.0,24.0
X-Alpha 2,0.0,33.33333333333334,16.66666666666667,50.0,0.0,20.0
i-Mask Advance Squash Club 1,0.0,-33.33333333333333,50.0,-66.66666666666666,100.0,10.000000000000004
Hong Kong Football Club 5B,35.0,-60.0,8.333333333333343,-16.666666666666657,75.0,8.333333333333336
Hong Kong Racketlon Association 1,-50.0,16.666666666666657,-50.0,16.666666666666657,50.0,-3.3333333333333357
Happy Squash 2,-32.142857142857146,-7.142857142857146,-16.666666666666657,50.0,-16.666666666666657,-4.523809523809518
Physical Chess 1,100.0,0.0,-100.0,-100.0,0.0,-20.0
