Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Squashathon PLZ,75.0,0.0,25.0,66.66666666666667,66.66666666666667,46.66666666666667
TNG 2,50.0,0.0,0.0,-66.66666666666666,100.0,16.66666666666667
Bravo D13,0.0,40.0,0.0,0.0,33.33333333333333,14.666666666666664
Physical Chess 4,33.33333333333333,-33.33333333333333,-50.0,50.0,50.0,10.0
Star River 3,66.66666666666666,13.333333333333329,-80.0,26.666666666666657,0.0,5.333333333333329
Arctic Circle,0.0,-25.0,16.66666666666667,16.66666666666667,8.333333333333343,3.33333333333335
North District Sports Association 2,25.0,16.66666666666667,-41.66666666666666,8.333333333333343,0.0,1.6666666666666714
Vitality Squash 3,-33.333333333333336,-33.333333333333336,-10.0,-16.66666666666667,100.0,1.3333333333333286
Royal Hong Kong Yacht Club Div 13,-25.0,0.0,-17.85714285714286,21.42857142857143,8.333333333333343,-2.6190476190476133
M&M Squash,-10.0,-25.0,-5.0,-10.0,15.0,-7.0
Greenfield,-66.66666666666666,0.0,-30.0,25.0,-33.33333333333333,-20.999999999999986
