Home Team,Away Team,Venue,Match Week,Date
Hong Kong Football Club 6B,United Services Recreation Club 2,Hong Kong Football Club,16,2025-03-03
Kowloon Cricket Club 6B,Hong Kong Football Club 6A,Kowloon Cricket Club,16,2025-03-03
Global Squash 1,Social Squash Team,HK Squash Centre,16,2025-03-03
Friend Club 3,Kowloon Cricket Club 6A,Cornwall Street Squash Centre,16,2025-03-03
Hong Kong Football Club 6C,Hong Kong Cricket Club 4,Hong Kong Football Club,16,2025-03-03
Hong Kong Football Club 6B,Social Squash Team,Hong Kong Football Club,17,2025-03-10
Hong Kong Football Club 6A,Kowloon Cricket Club 6A,Hong Kong Football Club,17,2025-03-10
United Services Recreation Club 2,Hong Kong Cricket Club 4,United Services Recreation Club,17,2025-03-10
Kowloon Cricket Club 6B,Hong Kong Football Club 6C,Kowloon Cricket Club,17,2025-03-10
Global Squash 1,Friend Club 3,HK Squash Centre,17,2025-03-10
Social Squash Team,Hong Kong Football Club 6B,HK Squash Centre,18,2025-03-17
Kowloon Cricket Club 6A,Hong Kong Football Club 6A,Kowloon Cricket Club,18,2025-03-17
Hong Kong Cricket Club 4,United Services Recreation Club 2,Hong Kong Cricket Club,18,2025-03-17
Hong Kong Football Club 6C,Kowloon Cricket Club 6B,Hong Kong Football Club,18,2025-03-17
Friend Club 3,Global Squash 1,Cornwall Street Squash Centre,18,2025-03-17
