Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Royal Hong Kong Yacht Club Div 14,100.0,100.0,100.0,100.0,100.0,100.0,10
Ladies Recreation Club Div 14,100.0,100.0,100.0,100.0,0.0,80.0,4
TKO Junior 1,50.0,50.0,100.0,100.0,100.0,80.0,10
The Squash Club 4,100.0,100.0,100.0,0.0,0.0,60.0,5
North District Sports Association 2,100.0,100.0,0.0,100.0,0.0,60.0,5
Hong Kong Football Club 14,100.0,0.0,100.0,0.0,100.0,60.0,9
Squash-On,66.66666666666666,100.0,33.33333333333333,66.66666666666666,0.0,53.33333333333333,15
Fusion Squash Club 4,100.0,0.0,100.0,0.0,0.0,40.0,5
8 Virtues + 1,50.0,0.0,0.0,100.0,0.0,30.0,5
RELAY 2,0.0,0.0,0.0,100.0,0.0,20.0,5
