Home Team,Away Team,Venue,Match Week,Date
Hong Kong Cricket Club 5,Vitality Squash 1,Hong Kong Cricket Club,19,2025-03-19
The Best Group 1,Kinetic 1,Cornwall Street Squash Centre,20,2025-03-26
Vitality Squash 1,Hong Kong Football Club 7A,HK Squash Centre,20,2025-03-26
X-Alpha 3,Hong Kong Cricket Club 5,Cornwall Street Squash Centre,20,2025-03-26
Hong Kong Cricket Club 5,The Best Group 1,Hong Kong Cricket Club,21,2025-04-02
X-Alpha 3,UST,Cornwall Street Squash Centre,21,2025-04-02
Vitality Squash 1,Kinetic 1,HK Squash Centre,21,2025-04-02
