Home Team,Away Team,Venue,Match Week,Date
Hong Kong Football Club 6C,Hong Kong Football Club 6A,Hong Kong Football Club,13,2026-01-26
Hong Kong Football Club 6B,Hong Kong Football Club 6C,Hong Kong Football Club,14,2026-02-02
X-Alpha 3,Uncles,Cornwall Street Squash Centre,18,2026-03-16
Global Squash 1,Fusion Squash Club 1,HK Squash Centre,18,2026-03-16
Electrify Squash Div 6,Fusion Squash Club 1,HK Squash Centre,20,2026-04-13
