Home Team,Away Team,Venue,Match Week,Date
Winter Warriors,Hong Kong Racketlon Assoication 2,HK Squash Centre,19,2025-03-19
ZOMA,Star River 2,Cornwall Street Squash Centre,19,2025-03-19
CSD Squash Team,Winter Warriors,HK Squash Centre,20,2025-03-26
South China Athletic Association,Hong Kong Racketlon Assoication 2,HK Squash Centre,21,2025-04-02
ZOMA,Alpha CUHK,Cornwall Street Squash Centre,21,2025-04-02
Winter Warriors,CSD Squash Team,HK Squash Centre,22,2025-04-09
