Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 13,50.0,100.0,83.33333333333334,83.33333333333334,100.0,83.33333333333334,27
Fusion Squash Club 2,83.33333333333334,66.66666666666666,83.33333333333334,83.33333333333334,80.0,79.33333333333334,29
Sha Tin 6,80.0,70.0,50.0,77.77777777777779,75.0,70.55555555555556,43
SocGen Squash,28.57142857142857,33.33333333333333,83.33333333333334,80.0,100.0,65.04761904761905,28
X-Alpha 5,72.72727272727273,45.45454545454545,60.0,44.44444444444444,28.57142857142857,50.23953823953824,48
HKIS Div 13,50.0,50.0,0.0,100.0,0.0,40.0,6
Energy Squash Club 2,0.0,75.0,75.0,33.33333333333333,0.0,36.666666666666664,16
i-Mask Advance Squash Club 5,100.0,25.0,50.0,0.0,0.0,35.0,15
Kinetic 4,66.66666666666666,11.11111111111111,33.33333333333333,25.0,33.33333333333333,33.88888888888888,41
Energy Squash Club 1,30.0,33.33333333333333,33.33333333333333,50.0,16.666666666666664,32.666666666666664,42
Happy Squash 4,40.0,70.0,10.0,22.22222222222222,0.0,28.444444444444446,48
Yuen Long District Sports Association Limited,30.0,10.0,33.33333333333333,28.57142857142857,14.285714285714285,23.238095238095234,43
