Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Twister,Cornwall Street Squash Centre,4.5,2.0,2.5
Kinetic 3,HK Squash Centre,2.3333333333333335,0.75,1.5833333333333335
Hong Kong Football Club 9,Hong Kong Football Club,4.0,3.2,0.7999999999999998
Kowloon Cricket Club 9,Kowloon Cricket Club,2.4,1.6666666666666667,0.7333333333333332
The Hong Kong Jockey Club Div 9,HKJC Sha Tin Club House,2.2,2.6666666666666665,-0.46666666666666634
The Squash Club 2,Cornwall Street Squash Centre,4.5,5.0,-0.5
Centre Squash,HK Squash Centre,2.75,3.3333333333333335,-0.5833333333333335
HKPF Squash Team,Cornwall Street Squash Centre,1.3333333333333333,2.0,-0.6666666666666667
BOSS,Cornwall Street Squash Centre,0.6666666666666666,2.0,-1.3333333333333335
i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,0.0,2.5,-2.5
