Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Star River 1,6,5,1,25,20,10,0,3,0,0
Royal Hong Kong Yacht Club Div 12,6,4,2,24,20,10,0,0,0,0
Hong Kong Football Club 12A,6,3,3,18,15,15,0,3,0,0
Winter Warriors,5,3,2,18,15,10,0,1,0,0
Physical Chess 4,5,3,2,17,14,11,0,0,0,0
Hong Kong Football Club 12B,5,3,2,17,14,11,0,0,0,0
Global Squash 2,5,3,2,16,13,12,0,0,0,0
Sha Tin 5,4,2,2,12,10,10,0,0,0,0
SKCSC Div 12,6,2,4,11,9,21,0,2,0,0
Latecomers,5,1,4,8,7,18,3,3,0,0
CSD Squash Team,5,0,5,8,8,17,9,0,0,0
