Home Team,Away Team,Venue,Match Week,Date
Physical Chess 2,Twister 2,Cornwall Street Squash Centre,6,2024-11-06
Xavier,Physical Chess 2,Cornwall Street Squash Centre,7,2024-11-13
The Squash Club 2,Kowloon Cricket Club 7,Cornwall Street Squash Centre,7,2024-11-13
Hong Kong Football Club 7B,Hong Kong Cricket Club 6,Hong Kong Football Club,7,2024-11-13
Hong Kong Football Club 7B,Kowloon Cricket Club 7,Hong Kong Football Club,8,2024-11-20
The Squash Club 2,Physical Chess 2,Cornwall Street Squash Centre,8,2024-11-20
Xavier,Twister 2,Cornwall Street Squash Centre,8,2024-11-20
Twister 2,The Squash Club 2,Cornwall Street Squash Centre,9,2024-11-27
Physical Chess 2,Hong Kong Football Club 7B,Cornwall Street Squash Centre,9,2024-11-27
Hong Kong Cricket Club 6,Kowloon Cricket Club 7,Hong Kong Cricket Club,9,2024-11-27
Xavier,Hong Kong Football Club 7B,Cornwall Street Squash Centre,10,2024-12-18
Twister 2,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,10,2024-12-18
Physical Chess 2,Kowloon Cricket Club 7,Cornwall Street Squash Centre,10,2024-12-18
Kowloon Cricket Club 7,Twister 2,Kowloon Cricket Club,11,2025-01-08
Hong Kong Cricket Club 6,Xavier,Hong Kong Cricket Club,11,2025-01-08
The Squash Club 2,Hong Kong Football Club 7B,Cornwall Street Squash Centre,11,2025-01-08
The Squash Club 2,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,12,2025-01-15
Xavier,Kowloon Cricket Club 7,Cornwall Street Squash Centre,12,2025-01-15
Twister 2,Physical Chess 2,Cornwall Street Squash Centre,12,2025-01-15
Physical Chess 2,Xavier,Cornwall Street Squash Centre,13,2025-01-22
Kowloon Cricket Club 7,The Squash Club 2,Kowloon Cricket Club,13,2025-01-22
Hong Kong Cricket Club 6,Hong Kong Football Club 7B,Hong Kong Cricket Club,13,2025-01-22
Kowloon Cricket Club 7,Hong Kong Football Club 7B,Kowloon Cricket Club,14,2025-02-12
Physical Chess 2,The Squash Club 2,Cornwall Street Squash Centre,14,2025-02-12
Twister 2,Xavier,Cornwall Street Squash Centre,14,2025-02-12
The Squash Club 2,Twister 2,Cornwall Street Squash Centre,15,2025-02-19
Hong Kong Football Club 7B,Physical Chess 2,Hong Kong Football Club,15,2025-02-19
Kowloon Cricket Club 7,Hong Kong Cricket Club 6,Kowloon Cricket Club,15,2025-02-19
Physical Chess 2,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,16,2025-02-26
Twister 2,Hong Kong Football Club 7B,Cornwall Street Squash Centre,16,2025-02-26
Xavier,The Squash Club 2,Cornwall Street Squash Centre,16,2025-02-26
Hong Kong Football Club 7B,Xavier,Hong Kong Football Club,17,2025-03-05
Hong Kong Cricket Club 6,Twister 2,Hong Kong Cricket Club,17,2025-03-05
Kowloon Cricket Club 7,Physical Chess 2,Kowloon Cricket Club,17,2025-03-05
Twister 2,Kowloon Cricket Club 7,Cornwall Street Squash Centre,18,2025-03-12
Xavier,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,18,2025-03-12
Hong Kong Football Club 7B,The Squash Club 2,Hong Kong Football Club,18,2025-03-12
Hong Kong Cricket Club 6,The Squash Club 2,Hong Kong Cricket Club,19,2025-03-19
Kowloon Cricket Club 7,Xavier,Kowloon Cricket Club,19,2025-03-19
Physical Chess 2,Twister 2,Cornwall Street Squash Centre,19,2025-03-19
Xavier,Physical Chess 2,Cornwall Street Squash Centre,20,2025-03-26
The Squash Club 2,Kowloon Cricket Club 7,Cornwall Street Squash Centre,20,2025-03-26
Hong Kong Cricket Club 6,Hong Kong Football Club 7B,Hong Kong Cricket Club,20,2025-03-26
Hong Kong Cricket Club 6,Physical Chess 2,Hong Kong Cricket Club,21,2025-04-02
Hong Kong Football Club 7B,Twister 2,Hong Kong Football Club,21,2025-04-02
The Squash Club 2,Xavier,Cornwall Street Squash Centre,21,2025-04-02
