Home Team,Away Team,Venue,Match Week,Date
Alpha CUHK,South China Athletic Association,Cornwall Street Squash Centre,20,2025-03-26
South China Athletic Association,Hong Kong Racketlon Assoication 2,HK Squash Centre,21,2025-04-02
Sea Bear,CSD Squash Team,Cornwall Street Squash Centre,21,2025-04-02
Winter Warriors,North District Sports Association 1,HK Squash Centre,21,2025-04-02
Hong Kong Football Club 12A,Star River 2,Hong Kong Football Club,21,2025-04-02
Hong Kong Football Club 12B,Latecomers,Hong Kong Football Club,21,2025-04-02
ZOMA,Alpha CUHK,Cornwall Street Squash Centre,21,2025-04-02
South China Athletic Association,Alpha CUHK,HK Squash Centre,22,2025-04-09
ZOMA,Hong Kong Football Club 12B,Cornwall Street Squash Centre,22,2025-04-09
Latecomers,Star River 2,HK Squash Centre,22,2025-04-09
North District Sports Association 1,Hong Kong Football Club 12A,Cornwall Street Squash Centre,22,2025-04-09
Winter Warriors,CSD Squash Team,HK Squash Centre,22,2025-04-09
Sea Bear,Hong Kong Racketlon Assoication 2,Cornwall Street Squash Centre,22,2025-04-09
