Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
North District Sports Association 2,100.0,100.0,50.0,50.0,100.0,80.0,10
Hong Kong Football Club 14,50.0,0.0,100.0,100.0,100.0,70.0,8
Royal Hong Kong Yacht Club Div 14,50.0,50.0,100.0,50.0,100.0,70.0,10
The Squash Club 4,100.0,75.0,50.0,25.0,33.33333333333333,56.666666666666664,19
8 Virtues + 1,50.0,75.0,25.0,25.0,66.66666666666666,48.33333333333333,19
TNG 3,33.33333333333333,50.0,50.0,50.0,50.0,46.666666666666664,11
Physical Chess 5,0.0,100.0,0.0,100.0,0.0,40.0,5
RELAY 2,25.0,50.0,0.0,50.0,50.0,35.0,20
TKO Junior 1,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,0.0,26.666666666666664,15
Ladies Recreation Club Div 14,0.0,0.0,66.66666666666666,0.0,50.0,23.333333333333332,16
Squash-On,0.0,50.0,0.0,0.0,0.0,10.0,8
Fusion Squash Club 4,0.0,0.0,0.0,0.0,0.0,0.0,9
