Home Team,Away Team,Venue,Match Week,Date
NEXUS 4,Vitality Squash 3,HK Squash Centre,19,2026-04-11
Happy Squash 5,Squashathon Junior,HK Squash Centre,20,2026-04-18
Vitality Squash 3,RC,HK Squash Centre,20,2026-04-18
Dream Catchers,NEXUS 4,HK Squash Centre,20,2026-04-18
Electrify Squash Div 15,TKO Junior 2,HK Squash Centre,20,2026-04-18
TKO Junior 2,Happy Squash 5,Cornwall Street Squash Centre,21,2026-04-25
NEXUS 4,Electrify Squash Div 15,Cornwall Street Squash Centre,21,2026-04-25
RC,Dream Catchers,Cornwall Street Squash Centre,21,2026-04-25
Squashathon Junior,Vitality Squash 3,Cornwall Street Squash Centre,21,2026-04-25
