Home Team,Away Team,Venue,Match Week,Date
TNG 3,Ladies Recreation Club Div 14,HK Squash Centre,19,2026-04-11
Ladies Recreation Club Div 14,Royal Hong Kong Yacht Club Div 14,Ladies Recreation Club,20,2026-04-18
Physical Chess 5,RELAY 2,HK Squash Centre,20,2026-04-18
8 Virtues + 1,Fusion Squash Club 4,Java Road Sports Centre,20,2026-04-18
TKO Junior 1,Squash-On,HK Squash Centre,20,2026-04-18
The Squash Club 4,North District Sports Association 2,Pei Ho Street Sports Centre,20,2026-04-18
TNG 3,Hong Kong Football Club 14,HK Squash Centre,20,2026-04-18
Hong Kong Football Club 14,Ladies Recreation Club Div 14,Hong Kong Football Club,21,2026-04-25
TNG 3,The Squash Club 4,Cornwall Street Squash Centre,21,2026-04-25
North District Sports Association 2,Squash-On,Pei Ho Street Sports Centre,21,2026-04-25
8 Virtues + 1,TKO Junior 1,Java Road Sports Centre,21,2026-04-25
Fusion Squash Club 4,Physical Chess 5,Cornwall Street Squash Centre,21,2026-04-25
Royal Hong Kong Yacht Club Div 14,RELAY 2,Royal Hong Kong Yacht Club,21,2026-04-25
Ladies Recreation Club Div 14,RELAY 2,Ladies Recreation Club,22,2026-05-02
Royal Hong Kong Yacht Club Div 14,Fusion Squash Club 4,Royal Hong Kong Yacht Club,22,2026-05-02
Physical Chess 5,TKO Junior 1,Cornwall Street Squash Centre,22,2026-05-02
8 Virtues + 1,North District Sports Association 2,Java Road Sports Centre,22,2026-05-02
TNG 3,Squash-On,Cornwall Street Squash Centre,22,2026-05-02
The Squash Club 4,Hong Kong Football Club 14,Cornwall Street Squash Centre,22,2026-05-02
