Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 13,60.0,100.0,100.0,100.0,100.0,92.0,24
Sha Tin 6,75.0,100.0,100.0,25.0,100.0,80.0,19
SocGen Squash,50.0,66.66666666666666,83.33333333333334,80.0,100.0,76.0,26
Energy Squash Club 2,0.0,83.33333333333334,100.0,66.66666666666666,66.66666666666666,63.33333333333333,27
HKIS Div 13,40.0,40.0,60.0,75.0,100.0,63.0,20
Fusion Squash Club 2,50.0,75.0,50.0,57.14285714285714,66.66666666666666,59.76190476190476,37
Energy Squash Club 1,50.0,33.33333333333333,83.33333333333334,25.0,50.0,48.333333333333336,24
X-Alpha 5,33.33333333333333,40.0,40.0,40.0,75.0,45.666666666666664,25
Kinetic 4,60.0,20.0,60.0,20.0,66.66666666666666,45.33333333333333,23
i-Mask Advance Squash Club 5,80.0,60.0,20.0,0.0,50.0,42.0,19
Yuen Long District Sports Association Limited,16.666666666666664,0.0,0.0,75.0,66.66666666666666,31.666666666666664,22
Happy Squash 4,0.0,66.66666666666666,0.0,40.0,25.0,26.333333333333332,27
