Home Team,Away Team,Venue,Match Week,Date
Kowloon Cricket Club 3B,NEXUS 1,Kowloon Cricket Club,14,2025-02-18
Hong Kong Football Club 3A,Kowloon Cricket Club 3A,Hong Kong Football Club,14,2025-02-18
Hong Kong Football Club 3A,TNGX,Hong Kong Football Club,15,2025-02-25
Happy Squash 1,Young Player 3,Cornwall Street Squash Centre,15,2025-02-25
Kowloon Cricket Club 3B,Sha Tin 1,Kowloon Cricket Club,15,2025-02-25
NEXUS 1,Hong Kong Football Club 3B,Cornwall Street Squash Centre,15,2025-02-25
Hong Kong Football Club 3B,Sha Tin 1,Hong Kong Football Club,16,2025-03-04
Kowloon Cricket Club 3B,Happy Squash 1,Kowloon Cricket Club,16,2025-03-04
Young Player 3,Hong Kong Football Club 3A,HK Squash Centre,16,2025-03-04
TNGX,Kowloon Cricket Club 3A,Cornwall Street Squash Centre,16,2025-03-04
Kowloon Cricket Club 3A,Young Player 3,Kowloon Cricket Club,17,2025-03-11
Kowloon Cricket Club 3B,Hong Kong Football Club 3A,Kowloon Cricket Club,17,2025-03-11
Happy Squash 1,Hong Kong Football Club 3B,Cornwall Street Squash Centre,17,2025-03-11
Sha Tin 1,NEXUS 1,Cornwall Street Squash Centre,17,2025-03-11
Young Player 3,Kowloon Cricket Club 3A,HK Squash Centre,18,2025-03-18
Hong Kong Football Club 3A,Kowloon Cricket Club 3B,Hong Kong Football Club,18,2025-03-18
Hong Kong Football Club 3B,Happy Squash 1,Hong Kong Football Club,18,2025-03-18
NEXUS 1,Sha Tin 1,Cornwall Street Squash Centre,18,2025-03-18
