Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 13,75.0,100.0,75.0,75.0,100.0,85.0,18
Fusion Squash Club 2,66.66666666666666,100.0,66.66666666666666,66.66666666666666,100.0,80.0,14
SocGen Squash,40.0,50.0,75.0,100.0,100.0,73.0,18
Sha Tin 6,75.0,75.0,37.5,71.42857142857143,50.0,61.78571428571429,33
HKIS Div 13,50.0,50.0,0.0,100.0,0.0,40.0,6
Energy Squash Club 2,0.0,66.66666666666666,66.66666666666666,50.0,0.0,36.666666666666664,12
X-Alpha 5,100.0,16.666666666666664,33.33333333333333,33.33333333333333,0.0,36.666666666666664,29
i-Mask Advance Squash Club 5,100.0,25.0,50.0,0.0,0.0,35.0,15
Happy Squash 4,37.5,62.5,12.5,25.0,0.0,27.5,40
Energy Squash Club 1,50.0,16.666666666666664,33.33333333333333,33.33333333333333,0.0,26.666666666666664,28
Yuen Long District Sports Association Limited,42.857142857142854,14.285714285714285,28.57142857142857,20.0,20.0,25.142857142857142,31
Kinetic 4,66.66666666666666,0.0,16.666666666666664,40.0,0.0,24.666666666666664,26
