Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Sha Tin 5,10,10,0,46,36,14
Kinetic 3,10,8,2,37,29,21
Star River 1,11,5,6,33,28,27
BOSS,9,6,3,32,26,19
The Squash Club 3,10,5,5,32,27,23
Global Squash 2,10,5,5,30,25,25
Tuen Mun Squash Club,9,5,4,29,24,21
HKCC Tuesday Night Rockers,10,4,6,28,24,26
7NT,9,2,7,20,18,27
i-Mask Advance Squash Club 4,9,2,7,19,17,28
Invader Squash,9,1,8,12,11,34
