Home Team,Away Team,Venue,Match Week,Date
JESSICA L4,Hong Kong Football Club JSA,Harbour Road Sports Centre,4,2024-11-01
Electrify Squash Ladies,i-Mask Advance Squash Club L4,Harbour Road Sports Centre,4,2024-11-01
Hong Kong Cricket Club L4,Hong Kong Football Club L4,Hong Kong Cricket Club,4,2024-11-01
JESSICA Smashin' Mochi,Hong Kong Football Club L4,HK Squash Centre,5,2024-11-08
Hong Kong Cricket Club L4,i-Mask Advance Squash Club L4,Hong Kong Cricket Club,5,2024-11-08
Hong Kong Football Club JSA,Electrify Squash Ladies,Hong Kong Football Club,5,2024-11-08
JESSICA L4,Electrify Squash Ladies,HK Squash Centre,6,2024-11-15
Hong Kong Football Club JSA,Hong Kong Cricket Club L4,Hong Kong Football Club,6,2024-11-15
i-Mask Advance Squash Club L4,JESSICA Smashin' Mochi,Cornwall Street Squash Centre,6,2024-11-15
Hong Kong Football Club L4,i-Mask Advance Squash Club L4,Hong Kong Football Club,7,2024-11-22
JESSICA Smashin' Mochi,Hong Kong Football Club JSA,HK Squash Centre,7,2024-11-22
Hong Kong Cricket Club L4,JESSICA L4,Hong Kong Cricket Club,7,2024-11-22
JESSICA Smashin' Mochi,JESSICA L4,HK Squash Centre,8,2024-11-29
Hong Kong Football Club L4,Hong Kong Football Club JSA,Hong Kong Football Club,8,2024-11-29
Hong Kong Cricket Club L4,Electrify Squash Ladies,Hong Kong Cricket Club,8,2024-11-29
i-Mask Advance Squash Club L4,Hong Kong Football Club JSA,Cornwall Street Squash Centre,9,2024-12-13
JESSICA L4,Hong Kong Football Club L4,HK Squash Centre,9,2024-12-13
Electrify Squash Ladies,JESSICA Smashin' Mochi,HK Squash Centre,9,2024-12-13
Hong Kong Cricket Club L4,JESSICA Smashin' Mochi,Hong Kong Cricket Club,10,2025-01-03
Hong Kong Football Club L4,Electrify Squash Ladies,Hong Kong Football Club,10,2025-01-03
i-Mask Advance Squash Club L4,JESSICA L4,Cornwall Street Squash Centre,10,2025-01-03
Hong Kong Football Club JSA,JESSICA L4,Hong Kong Football Club,11,2025-01-10
i-Mask Advance Squash Club L4,Electrify Squash Ladies,Cornwall Street Squash Centre,11,2025-01-10
Hong Kong Football Club L4,Hong Kong Cricket Club L4,Hong Kong Football Club,11,2025-01-10
Hong Kong Football Club L4,JESSICA Smashin' Mochi,Hong Kong Football Club,12,2025-01-17
i-Mask Advance Squash Club L4,Hong Kong Cricket Club L4,Cornwall Street Squash Centre,12,2025-01-17
Electrify Squash Ladies,Hong Kong Football Club JSA,HK Squash Centre,12,2025-01-17
Electrify Squash Ladies,JESSICA L4,HK Squash Centre,13,2025-01-24
Hong Kong Football Club JSA,Hong Kong Cricket Club L4,Hong Kong Football Club,13,2025-01-24
JESSICA Smashin' Mochi,i-Mask Advance Squash Club L4,HK Squash Centre,13,2025-01-24
i-Mask Advance Squash Club L4,Hong Kong Football Club L4,Cornwall Street Squash Centre,14,2025-02-07
Hong Kong Football Club JSA,JESSICA Smashin' Mochi,Hong Kong Football Club,14,2025-02-07
JESSICA L4,Hong Kong Cricket Club L4,HK Squash Centre,14,2025-02-07
JESSICA L4,JESSICA Smashin' Mochi,Java Road Sports Centre,15,2025-02-14
Hong Kong Football Club JSA,Hong Kong Football Club L4,Hong Kong Football Club,15,2025-02-14
Hong Kong Cricket Club L4,Electrify Squash Ladies,Hong Kong Cricket Club,15,2025-02-14
Hong Kong Football Club JSA,i-Mask Advance Squash Club L4,Hong Kong Football Club,16,2025-02-21
Hong Kong Football Club L4,JESSICA L4,Hong Kong Football Club,16,2025-02-21
JESSICA Smashin' Mochi,Electrify Squash Ladies,HK Squash Centre,16,2025-02-21
JESSICA Smashin' Mochi,Hong Kong Cricket Club L4,HK Squash Centre,17,2025-02-28
Electrify Squash Ladies,Hong Kong Football Club L4,HK Squash Centre,17,2025-02-28
JESSICA L4,i-Mask Advance Squash Club L4,HK Squash Centre,17,2025-02-28
JESSICA L4,Hong Kong Football Club JSA,HK Squash Centre,18,2025-03-07
Electrify Squash Ladies,i-Mask Advance Squash Club L4,Cornwall Street Squash Centre,18,2025-03-07
Hong Kong Football Club L4,Hong Kong Cricket Club L4,Hong Kong Football Club,18,2025-03-07
JESSICA Smashin' Mochi,Hong Kong Football Club L4,HK Squash Centre,19,2025-03-14
i-Mask Advance Squash Club L4,Hong Kong Cricket Club L4,Cornwall Street Squash Centre,19,2025-03-14
Hong Kong Football Club JSA,Electrify Squash Ladies,Hong Kong Football Club,19,2025-03-14
Electrify Squash Ladies,JESSICA L4,HK Squash Centre,20,2025-03-21
Hong Kong Cricket Club L4,Hong Kong Football Club JSA,Hong Kong Cricket Club,20,2025-03-21
i-Mask Advance Squash Club L4,JESSICA Smashin' Mochi,Cornwall Street Squash Centre,20,2025-03-21
Hong Kong Football Club L4,i-Mask Advance Squash Club L4,Hong Kong Football Club,21,2025-03-28
JESSICA Smashin' Mochi,Hong Kong Football Club JSA,HK Squash Centre,21,2025-03-28
Hong Kong Cricket Club L4,JESSICA L4,Hong Kong Cricket Club,21,2025-03-28
