Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
The Squash Club 2,66.66666666666666,100.0,100.0,33.33333333333333,66.66666666666666,73.33333333333333,15
Hong Kong Football Club 7B,50.0,50.0,75.0,75.0,50.0,60.0,20
Hong Kong Cricket Club 6,66.66666666666666,66.66666666666666,33.33333333333333,0.0,100.0,53.33333333333333,14
Kowloon Cricket Club 7,100.0,100.0,0.0,66.66666666666666,0.0,53.33333333333333,15
Xavier,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,53.33333333333333,15
Physical Chess 2,50.0,0.0,50.0,75.0,50.0,45.0,20
Twister 2,0.0,0.0,25.0,25.0,66.66666666666666,23.333333333333332,19
