Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
CSD Squash Team,5.0,-30.0,33.33333333333333,50.0,0.0,11.666666666666664
South China Athletic Association,-25.0,25.0,25.0,-25.0,50.0,10.0
Hong Kong Racketlon Assoication 2,10.0,-40.0,25.0,0.0,50.0,9.0
Winter Warriors,23.333333333333343,43.33333333333334,0.0,-35.0,0.0,6.333333333333343
North District Sports Association 1,-25.0,0.0,50.0,-33.33333333333334,33.33333333333333,5.0
Latecomers,13.333333333333343,0.0,0.0,0.0,0.0,2.666666666666668
Sea Bear,10.0,40.0,-50.0,25.0,-25.0,0.0
Hong Kong Football Club 12B,20.0,-30.0,20.0,-35.0,25.0,0.0
Hong Kong Football Club 12A,-20.0,-22.85714285714286,-17.142857142857146,3.333333333333343,50.000000000000014,-1.3333333333333286
Alpha CUHK,-20.0,0.0,-10.0,15.0,0.0,-3.0
ZOMA,6.666666666666671,6.666666666666671,0.0,-66.66666666666666,26.666666666666657,-5.333333333333329
Star River 2,0.0,20.0,-25.0,-16.66666666666667,-16.66666666666667,-7.666666666666671
