Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Energy Squash Club 1,40.0,40.0,80.0,33.33333333333333,100.0,58.666666666666664
Sha Tin 6,16.666666666666657,16.666666666666657,66.66666666666667,33.33333333333334,50.0,36.66666666666667
X-Alpha 5,-50.0,33.33333333333333,66.66666666666666,33.33333333333333,100.0,36.666666666666664
Kinetic 4,-26.66666666666667,33.33333333333333,46.66666666666666,8.333333333333329,66.66666666666666,25.666666666666657
HKIS Div 13,-75.0,-75.0,75.0,75.0,100.0,20.0
Energy Squash Club 2,0.0,-33.33333333333334,50.0,66.66666666666666,0.0,16.666666666666664
Yuen Long District Sports Association Limited,-60.0,-20.0,-20.0,100.0,75.0,15.0
i-Mask Advance Squash Club 5,0.0,75.0,-50.0,0.0,0.0,5.0
Fusion Squash Club 2,-60.0,-20.0,60.0,80.0,-40.0,4.0
SocGen Squash,-10.0,-40.0,0.0,-25.0,0.0,-15.0
Happy Squash 4,-37.5,-62.5,-12.5,-25.0,0.0,-27.5
