Home Team,Away Team,Venue,Match Week,Date
TOMCAT,Sha Tin 3,Cornwall Street Squash Centre,3,2025-10-17
Squashathon Zero,Physical Chess 3,Cornwall Street Squash Centre,3,2025-10-17
Sha Tin 3,Squashathon Zero,Cornwall Street Squash Centre,4,2025-10-24
i-Mask Advance Squash Club 2,TOMCAT,Cornwall Street Squash Centre,4,2025-10-24
LONGVIEW,Kinetic 2,Harbour Road Sports Centre,4,2025-10-24
Squashathon Zero,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,5,2025-10-31
Physical Chess 3,Sha Tin 3,Cornwall Street Squash Centre,5,2025-10-31
i-Mask Advance Squash Club 2,Physical Chess 3,Cornwall Street Squash Centre,6,2025-11-07
LONGVIEW,Squashathon Zero,Harbour Road Sports Centre,6,2025-11-07
Sha Tin 3,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,7,2025-11-14
Squashathon Zero,TOMCAT,Cornwall Street Squash Centre,8,2025-11-21
TOMCAT,Physical Chess 3,Cornwall Street Squash Centre,9,2025-11-28
Sha Tin 3,TOMCAT,HK Squash Centre,10,2025-12-12
Physical Chess 3,Squashathon Zero,Pei Ho Street Sports Centre,10,2025-12-12
Squashathon Zero,Sha Tin 3,Cornwall Street Squash Centre,11,2025-12-19
TOMCAT,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,11,2025-12-19
i-Mask Advance Squash Club 2,Squashathon Zero,HK Squash Centre,12,2026-01-09
Sha Tin 3,Physical Chess 3,HK Squash Centre,12,2026-01-09
Physical Chess 3,i-Mask Advance Squash Club 2,HK Squash Centre,13,2026-01-16
i-Mask Advance Squash Club 2,Sha Tin 3,Cornwall Street Squash Centre,14,2026-01-23
TOMCAT,Squashathon Zero,Cornwall Street Squash Centre,15,2026-01-30
Physical Chess 3,TOMCAT,Cornwall Street Squash Centre,16,2026-02-06
Kinetic 2,i-Mask Advance Squash Club 2,Tai Kiu Market Squash Courts,17,2026-02-13
TOMCAT,Sha Tin 3,Cornwall Street Squash Centre,17,2026-02-13
Squashathon Zero,Physical Chess 3,Cornwall Street Squash Centre,17,2026-02-13
Sha Tin 3,Squashathon Zero,Cornwall Street Squash Centre,18,2026-03-06
i-Mask Advance Squash Club 2,TOMCAT,Cornwall Street Squash Centre,18,2026-03-06
LONGVIEW,Kinetic 2,Harbour Road Sports Centre,18,2026-03-06
Squashathon Zero,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,19,2026-03-13
Physical Chess 3,Sha Tin 3,Cornwall Street Squash Centre,19,2026-03-13
i-Mask Advance Squash Club 2,Physical Chess 3,Cornwall Street Squash Centre,20,2026-03-20
Sha Tin 3,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,21,2026-03-27
