Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 6B,21,20,1,109,89,16,0,13,0,0
Hong Kong Football Club 6A,20,14,6,78,64,36,0,11,0,0
Uncles,21,13,8,77,64,41,0,2,0,0
Hong Kong Football Club 6B,20,13,7,71,58,42,0,0,0,3
Kowloon Cricket Club 6A,20,12,8,68,56,44,2,3,0,0
Hong Kong Football Club 6C,21,11,10,63,52,53,0,2,0,0
Electrify Squash Div 6,21,10,11,52,45,60,10,7,3,0
Ladies Recreation Club Div 6,20,7,13,49,42,58,7,6,0,0
Global Squash 1,20,6,14,47,41,59,0,2,0,2
Hong Kong Cricket Club D6,20,5,15,41,36,64,2,11,0,0
Fusion Squash Club 1,20,7,13,39,35,65,28,0,3,0
X-Alpha 3,20,4,16,30,28,72,8,0,2,3
