Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
The Zero Squash Club D11,100.0,100.0,100.0,100.0,100.0,100.0,5
i-Mask Advance Squash Club 5,50.0,100.0,100.0,100.0,50.0,80.0,10
7NT,100.0,0.0,100.0,100.0,100.0,80.0,5
GMDBB,100.0,50.0,100.0,50.0,50.0,70.0,10
Electrify Squash Div 11,66.66666666666666,66.66666666666666,83.33333333333334,50.0,50.0,63.33333333333333,30
Tuen Mun Squash Club,50.0,50.0,100.0,100.0,0.0,60.0,10
South China Athletic Association,80.0,60.0,20.0,60.0,40.0,52.0,25
Sea Bear,0.0,50.0,50.0,100.0,50.0,50.0,10
Alpha CUHK,100.0,50.0,0.0,50.0,0.0,40.0,10
Invader Squash,20.0,0.0,0.0,60.0,25.0,21.0,24
ZOMA,0.0,0.0,0.0,50.0,50.0,20.0,10
