Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
TNG 2,66.66666666666666,66.66666666666666,100.0,100.0,50.0,76.66666666666666,14
Greenfield,66.66666666666666,100.0,66.66666666666666,66.66666666666666,50.0,70.0,14
Royal Hong Kong Yacht Club Div 13,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,59.999999999999986,15
TNG 1,66.66666666666666,66.66666666666666,0.0,33.33333333333333,100.0,53.33333333333333,15
Squashathon PLZ,66.66666666666666,100.0,33.33333333333333,0.0,50.0,50.0,13
Physical Chess 4,0.0,33.33333333333333,100.0,50.0,50.0,46.666666666666664,13
Arctic Circle,100.0,33.33333333333333,33.33333333333333,0.0,66.66666666666666,46.66666666666666,15
Bravo D13,100.0,33.33333333333333,33.33333333333333,50.0,0.0,43.33333333333333,12
North District Sports Association 2,0.0,33.33333333333333,66.66666666666666,66.66666666666666,33.33333333333333,39.999999999999986,15
Star River 3,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,39.999999999999986,15
M&M Squash,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,33.33333333333333,15
Vitality Squash 3,0.0,0.0,66.66666666666666,0.0,100.0,33.33333333333333,12
