Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Fusion Squash Club 3,v,Electrify Squash Div 15,HK Squash Centre,17:00,"2-3(0-3,3-1,0-3,0-3,3-0)",1,05/10/2024
TNG 3,v,Squashathon MeGa,Cornwall Street Squash Centre,17:00,"4-1(1-3,3-1,3-0,3-1,3-1)",1,05/10/2024
RELAY 2,v,Serve - Ivors,Sir Denys Roberts Squash Court,17:00,"4-1(0-3,3-1,3-1,3-1,CR)",1,05/10/2024
i-Mask Advance Squash Club 6,v,Squash-On,Cornwall Street Squash Centre,17:00,"2-3(2-3,0-3,3-0,0-3,3-0)",1,05/10/2024
Electrify Squash Div 15,v,Squash-On,HK Squash Centre,17:00,"5-0(3-2,3-0,3-0,3-0,3-0)",2,12/10/2024
Serve - Ivors,v,i-Mask Advance Squash Club 6,HK Squash Centre,17:00,"3-2(3-0,1-3,3-0,3-0,CR)",2,12/10/2024
Squashathon MeGa,v,RELAY 2,HK Squash Centre,17:00,"4-1(3-0,3-0,3-0,0-3,3-1)",2,12/10/2024
Fusion Squash Club 3,v,TNG 3,HK Squash Centre,17:00,"4-1(3-0,3-2,2-3,3-2,CR)",2,12/10/2024
TNG 3,v,Electrify Squash Div 15,Cornwall Street Squash Centre,17:00,"1-4(0-3,1-3,0-3,0-3,3-0)",3,19/10/2024
RELAY 2,v,Fusion Squash Club 3,Sir Denys Roberts Squash Court,17:00,"5-0(3-0,3-2,3-0,3-0,3-1)",3,19/10/2024
i-Mask Advance Squash Club 6,v,Squashathon MeGa,Cornwall Street Squash Centre,17:00,"2-3(1-3,0-3,2-3,3-0,3-0)",3,19/10/2024
Squash-On,v,Serve - Ivors,HK Squash Centre,17:00,"3-2(0-3,3-1,0-3,3-0,3-0)",3,19/10/2024
Electrify Squash Div 15,v,Serve - Ivors,HK Squash Centre,17:00,"4-1(3-0,0-3,3-0,3-0,3-2)",4,26/10/2024
Squashathon MeGa,v,Squash-On,HK Squash Centre,17:00,,4,26/10/2024
Fusion Squash Club 3,v,i-Mask Advance Squash Club 6,HK Squash Centre,17:00,"5-0(3-0,3-1,3-2,3-2,3-2)",4,26/10/2024
TNG 3,v,RELAY 2,Cornwall Street Squash Centre,17:00,,4,26/10/2024
RELAY 2,v,Electrify Squash Div 15,Sir Denys Roberts Squash Court,17:00,,5,23/11/2024
