Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club,3.888888888888889,2.8,1.088888888888889
Star River 1,Cornwall Street Squash Centre,4.142857142857143,3.2,0.9428571428571431
CSD Squash Team,HK Squash Centre,1.5,0.8571428571428571,0.6428571428571429
Global Squash 2,Harbour Road Sports Centre,3.3333333333333335,2.875,0.4583333333333335
Hong Kong Football Club 12A,Hong Kong Football Club,2.3333333333333335,2.142857142857143,0.1904761904761907
Latecomers,HK Squash Centre,0.6,0.6666666666666666,-0.06666666666666665
Sha Tin 5,Cornwall Street Squash Centre,3.4285714285714284,3.6,-0.1714285714285717
SKCSC Div 12,Cornwall Street Squash Centre,1.5714285714285714,2.0,-0.4285714285714286
Winter Warriors,HK Squash Centre,2.5,3.1666666666666665,-0.6666666666666665
Physical Chess 4,Harbour Road Sports Centre,2.857142857142857,3.8333333333333335,-0.9761904761904763
Hong Kong Football Club 12B,Hong Kong Football Club,1.1666666666666667,2.2857142857142856,-1.1190476190476188
