Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
i-Mask Advance Squash Club 1,100.0,80.0,80.0,60.0,60.0,76.0,25
Hong Kong Football Club 7B,50.0,87.5,62.5,75.0,62.5,67.5,40
Physical Chess 2,75.0,75.0,75.0,75.0,33.33333333333333,66.66666666666666,19
UST,100.0,80.0,40.0,25.0,50.0,59.0,22
Hong Kong Football Club 7A,85.71428571428571,28.57142857142857,71.42857142857143,42.857142857142854,57.14285714285714,57.142857142857146,35
Hong Kong Cricket Club D7B,25.0,62.5,62.5,37.5,85.71428571428571,54.642857142857146,39
Xavier,50.0,75.0,50.0,50.0,0.0,45.0,18
Thunder 1,60.0,60.0,40.0,0.0,40.0,40.0,25
Hong Kong Cricket Club D7A,16.666666666666664,50.0,33.33333333333333,66.66666666666666,33.33333333333333,39.999999999999986,27
Kinetic 1,12.5,37.5,25.0,0.0,85.71428571428571,32.142857142857146,39
Social Squash Team,42.857142857142854,14.285714285714285,14.285714285714285,42.857142857142854,33.33333333333333,29.52380952380952,34
